texto,label
"colite ulcerativa), lesão hepatocelular (p. ex., hepatite, função anormal do fígado). 
*A neurite óptica (inflamação de um nervo do olho) pode resultar em perda parcial ou total da visão. 
** Os contraceptivos orais combinados podem piorar doenças biliares preexistentes e podem acelerar o 
desenvolvimento dessa doença em mulheres que anteriormente não tinham estes sintomas. 
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 13 
*** Pode haver diminuição dos níveis séricos de folato com o tratamento com contraceptivo oral 
combinado. Isso pode ser clinicamente significativo se a mulher engravidar logo após descontinuar os 
contraceptivos orais combinados.  
Informe ao seu médico, cirurgião-dentista ou farmacêutico o aparecimento de reações indesejáveis 
pelo uso do medicamento. Informe também à empresa através do seu serviço de atendimento. 
9. O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A 
INDICADA DESTE MEDICAMENTO? 
Os sintomas da superdose com contraceptivos orais em adultos e crianças podem incluir náusea, vômito, 
sensibilidade nas mamas, tontura, dor abdominal, sonolência/fadiga; hemorragia por supressão pode 
ocorrer em mulheres. Não há antídoto específico e, se necessário, a superdose é tratada sintomaticamente. 
Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e 
leve a embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar 
de mais orientações.",EFEITOS_ADVERSOS
"VENDA SOB PRESCRIÇÃO MÉDICA 
Registro MS: 1.0974.0311 
Registrado e fabricado por: 
Biolab Sanus Farmacêutica Ltda. 
Av. Paulo Ayres, 280 - Taboão da Serra - SP 
CEP 06767-220 
Comercializado por: 
Biolab Farma Genéricos Ltda. 
Pouso Alegre - MG 
SAC 0800 724 6522 
VENDA SOB PRESCRIÇÃO  
Biolab Sanus                                                           levonorgestrel + etinilestradiol – Paciente (08/2024) 14 
Histórico de alterações do texto de bula 
Dados da submissão eletrônica 
Dados da petição/notificação que altera a bula 
Dados das alterações de bulas 
Data do 
expediente 
Nº do 
expediente 
Assunto 
Data do 
expediente 
Nº do 
expediente 
Assunto 
Data de 
aprovação 
Itens de bula 
Versões 
(VP/VPS)",OUTROS
"relacionadas 
14/08/2024 
----- 
10452 - GENÉRICO 
- Notificação de 
Alteração de Texto 
de Bula – publicação 
no Bulário RDC 
60/12 
n/a 
n/a 
n/a 
n/a 
• Quando não devo usar 
este medicamento? 
• O que devo saber antes 
de 
Usar este medicamento? 
• Onde, como e por 
quanto tempo posso 
guardar este 
medicamento? 
• Contraindicações 
• Advertências e 
precações 
• Dizeres legais 
VP/VPS 
Comprimido 
revestido 0,15 
mg + 0,03 mg. 
Caixa com 1 ou 3 
blísteres com 21 
comprimidos. 
28/05/2021 
2067933/21-5 
10459 -  
Genérico -  
Inclusão  
Inicial de texto de 
bula - RDC  
60/12  
n/a 
n/a 
n/a 
n/a 
Versão inicial 
VP/VPS 
Comprimido 
revestido 0,15 
mg + 0,03 mg.  
Caixa com 21 ou 
63 comprimidos.",OUTROS
"AAS 
loratadina 
Aché Laboratórios Farmacêuticos S.A. 
Comprimidos revestidos 
10 mg
loratadina comprimidos_BU04a_VP_768 
Bula de acordo com a Resolução-RDC nº 47/2009 
loratadina 
Medicamento Genérico, Lei nº 9.787, de 1999 
APRESENTAÇÃO  
Comprimidos revestidos de 10 mg: embalagem com 12 comprimidos. 
USO ORAL  
USO ADULTO E PEDIÁTRICO ACIMA DE 12 ANOS DE IDADE",OUTROS
"Cada comprimido revestido contém: 
loratadina .......................................................................................................................................................... 10 mg 
Excipientes: lactose monoidratada, celulose microcristalina, amido, dióxido de silício, estearato de magnésio, 
hipromelose, macrogol, cera de carnaúba e talco.",COMPOSICAO
"Este medicamento é indicado para o alívio dos sintomas associados com a rinite alérgica, como: coceira nasal, 
nariz escorrendo (coriza), espirros, ardor e coceira nos olhos. A loratadina também é indicada para o alívio dos 
sinais e sintomas da urticária e de outras alergias da pele.",INDICACAO
"A loratadina pertence a uma classe de medicamentos conhecidos como anti-histamínicos, que ajudam a reduzir os 
sintomas da alergia, prevenindo os efeitos da histamina, uma substância produzida pelo próprio corpo.  
Os sinais e sintomas oculares e nasais da rinite alérgica são rapidamente aliviados após a administração oral do 
produto.",OUTROS
"Este medicamento é contraindicado para uso por pacientes que tenham demonstrado qualquer tipo de reação 
alérgica ou incomum a qualquer um dos componentes da fórmula ou metabólitos.",CONTRAINDICACAO
"Precauções 
Se você estiver grávida ou amamentando, ou se tiver doença no fígado ou nos rins, procure seu médico ou 
farmacêutico.  
Uso durante a gravidez e amamentação  
Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-
dentista. 
Não está estabelecido se o uso de loratadina pode acarretar riscos durante a gravidez ou amamentação. Entretanto, 
como medida de precaução, é preferível evitar o uso da loratadina durante a gravidez.  
Considerando que a loratadina é excretada no leite materno e devido ao aumento de risco do uso de anti-
histamínicos por crianças, particularmente por recém-nascidos e prematuros, deve-se optar ou pela descontinuação 
da amamentação ou pela interrupção do uso do produto.  
Não há dados disponíveis sobre fertilidade masculina e feminina. 
O uso deste medicamento no período da lactação depende da avaliação e acompanhamento do seu médico 
ou cirurgião-dentista. 
Pacientes idosos  
Nos pacientes idosos não há necessidade de alteração de dose, pois não ocorrem alterações da metabolização 
decorrentes da idade. Devem-se seguir as mesmas orientações dadas aos adultos.  
loratadina comprimidos_BU04a_VP_768 
Precauções  
Caso você tenha alguma doença no fígado ou insuficiência renal, a dose inicial deverá ser diminuída para um 
comprimido (10 mg) em adultos e crianças com peso acima de 30 kg em dias alternados. Neste caso, procure seu 
médico.",OUTROS
"A loratadina não tem mostrado efeito aditivo com bebidas alcoólicas.  
Alterações em exames laboratoriais  
Comunique seu médico ou farmacêutico se você for fazer algum teste de pele para detectar alergia. O tratamento 
com loratadina deverá ser suspenso 48 horas antes da execução do teste, pois poderá afetar os resultados.  
Efeitos sobre a capacidade de dirigir veículos ou operar máquinas 
Em ensaios clínicos, a loratadina não teve influência na capacidade de conduzir veículos ou operar máquinas. 
Atenção: Contém lactose. Este medicamento não deve ser usado por pessoas com síndrome de má-absorção 
de glicose-galactose. 
Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.",OUTROS
"Armazenar em temperatura ambiente (de 15 ºC a 30 ºC). Proteger da luz e umidade. 
Número de lote e datas de fabricação e validade: vide embalagem. 
Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem original. 
Características físicas e organolépticas: comprimidos revestidos brancos, circulares, biconvexos, com vinco em 
um dos lados e gravação “10” do outro lado. 
Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e você observe 
alguma mudança no aspecto, consulte o farmacêutico para saber se poderá utilizá-lo. 
TODO MEDICAMENTO DEVE SER MANTIDO FORA DO ALCANCE DAS CRIANÇAS.",OUTROS
"Adultos e crianças acima de 12 anos ou com peso corporal acima de 30 kg: um comprimido de loratadina (10 mg) 
uma vez por dia. Não administrar mais de 1 comprimido em 24 horas.  
Seu médico ou farmacêutico irá informar quando você deve parar de tomar este medicamento. 
Siga corretamente o modo de usar. Em caso de dúvidas sobre este medicamento, procure orientação do 
farmacêutico. Não desaparecendo os sintomas, procure orientação de seu médico ou cirurgião-dentista. 
Este medicamento não deve ser partido, aberto ou mastigado.",POSOLOGIA
"Se você se esquecer de tomar uma dose na hora certa, tome-a assim que possível e depois reajuste os horários de 
acordo com a última dose tomada, continuando o tratamento conforme os novos horários programados. Não tome 
duas doses de uma só vez. 
Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-dentista.",OUTROS
"Junto com efeitos necessários para o seu tratamento, os medicamentos podem causar efeitos não desejados. Apesar 
de nem todos os efeitos colaterais ocorrerem, você deve procurar atendimento médico caso algum deles ocorra.  
A loratadina não apresenta propriedades sedativas clinicamente significativas quando utilizada na dose 
recomendada. 
Os efeitos mais comuns são: dor de cabeça, sonolência, cansaço, secura na boca, perturbação estomacal, 
nervosismo e erupções da pele. Durante a comercialização, foram relatados raramente casos de: perda de cabelo, 
loratadina comprimidos_BU04a_VP_768 
reações alérgicas severas (incluindo angioedema, um edema profundo da pele, de origem vascular, sem 
inflamação), problemas de fígado, taquicardia, palpitações, tontura e convulsão. 
Informe ao seu médico, cirurgião-dentista ou farmacêutico o aparecimento de reações indesejáveis pelo uso 
do medicamento. Informe também à empresa através do seu serviço de atendimento. 
9. O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE 
MEDICAMENTO?
Este medicamento deve ser usado somente na dose recomendada. Se você utilizar grande quantidade deste 
medicamento, poderá ocorrer sonolência, dor de cabeça e aumento da frequência dos batimentos cardíacos. Por 
isso, procure imediatamente socorro médico levando a bula do produto.
Não há informações que indiquem abuso ou dependência com loratadina.
O que fazer antes de procurar socorro médico?  
Em caso de superdosagem, deve ser instituído e mantido durante o tempo necessário as medidas 
sintomáticas gerais e de suporte. 
Deve-se evitar a provocação de vômitos e a ingestão de alimentos ou bebidas. O mais indicado é procurar um 
serviço médico, de preferência sabendo-se a quantidade exata de medicamento ingerida pelo paciente. 
Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a 
embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais 
orientações. 
III – DIZERES LEGAIS 
Registro: 1.0573.0624 
Registrado por: 
Aché Laboratórios Farmacêuticos S.A. 
Av. Brigadeiro Faria Lima, 201 - 20º andar 
São Paulo - SP 
Produzido por: 
Aché Laboratórios Farmacêuticos S.A. 
Guarulhos - SP 
Siga corretamente o modo de usar, não desaparecendo os sintomas procure orientação de um profissional 
de saúde. 
Histórico de Alterações da Bula 
Dados da submissão eletrônica 
Dados da petição/notificação que altera a bula 
Dados das alterações de bulas 
Data do 
expediente 
Nº do 
expediente 
Assunto 
Data do 
expediente 
Nº do expediente 
Assunto 
Data de 
aprovação 
Itens de bula 
Versões 
(VP/VPS)",EFEITOS_ADVERSOS
"relacionadas 
25/07/2025
- 
10452 – GENÉRICO- 
Notificação de 
Alteração de Texto de 
Bula – publicação no 
bulário RDC 60/12 
NA 
NA 
NA 
NA 
VP 
4. O QUE DEVO SABER ANTES
DE USAR ESTE MEDICAMENTO?
5. ONDE, COMO E POR QUANTO
TEMPO POSSO GUARDAR ESTE
MEDICAMENTO?
III – DIZERES LEGAIS
VPS 
5.
ADVERTÊNCIAS
E 
PRECAUÇÕES
7.
CUIDADOS
DE 
ARMAZENAMENTO
DO 
MEDICAMENTO
III – DIZERES LEGAIS
VP/VPS 
Comprimidos 
revestidos 
10 mg 
15/07/2021 
2756532/21-5 
10452 – GENÉRICO- 
Notificação de 
Alteração de Texto de 
Bula – publicação no 
bulário RDC 60/12 
NA 
NA 
NA 
NA 
VPS 
9. REAÇÕES ADVERSAS
VPS 
Comprimidos 
revestidos 
10 mg 
06/11/2019 
3048015/19-9 
10452 - Notificação de 
Alteração de Texto de 
Bula – RDC 60/12 
N/A 
N/A 
N/A 
N/A 
VP 
4. O QUE DEVO SABER ANTES
DE USAR ESTE
MEDICAMENTO?
VPS 
5. ADVERTÊNCIAS E
PRECAUÇÕES
VP/VPS 
Comprimidos 
revestidos 
10 mg 
06/08/2019 
1935971/19-2 
10452 - Notificação de 
Alteração de Texto de 
Bula – RDC 60/12 
N/A 
N/A 
N/A 
N/A 
VP 
8. QUAIS OS MALES QUE ESTE
MEDICAMENTO PODE ME
CAUSAR?
VPS 
2.RESULTADOS DE EFICÁCIA
3.CARACTERÍSTICAS
FARMACOLÓGICAS
VP/VPS 
Comprimidos 
revestidos 
10 mg 
29/05/2019 
0478810/19-9 
10452 - Notificação de 
Alteração de Texto de 
Bula – RDC 60/12 
07/12/2018 
1203680/18-3 
1959 - GENÉRICO - 
Solicitação de 
Transferência de 
Titularidade de 
Registro 
(Incorporação de 
Empresa) 
28/01/2019 
VP 
III – DIZERES LEGAIS 
VPS 
9. REAÇÕES ADVERSAS 
III – DIZERES LEGAIS 
VP/VPS 
Comprimidos 
revestidos 
10 mg 
29/11/2018 
1126422/18-5 
10452 - Notificação de 
Alteração de Texto de 
Bula – RDC 60/12 
N/A 
N/A 
N/A 
N/A 
VP 
I – IDENTIFICAÇÃO DO 
MEDICAMENTO 
3. QUANDO NÃO DEVO USAR 
ESTE MEDICAMENTO? 
4. O QUE DEVO SABER ANTES 
DE USAR ESTE 
MEDICAMENTO? 
8. QUAIS OS MALES QUE ESTE 
MEDICAMENTO PODE ME 
CAUSAR? 
9. O QUE FAZER SE ALGUÉM 
USAR UMA QUANTIDADE 
MAIOR DO QUE A INDICADA 
DESTE MEDICAMENTO? 
VPS 
I – IDENTIFICAÇÃO DO 
MEDICAMENTO 
4. CONTRAINDICAÇÕES 
5. ADVERTÊNCIAS E 
PRECAUÇÕES 
6. INTERAÇÕES 
MEDICAMENTOSAS 
10. SUPERDOSE 
VP/VPS 
Comprimidos 
revestidos 
10 mg 
06/11/2017 
2177101/17-4 
10452 - GENÉRICO – 
Notificação de 
Alteração de Texto de 
Bula – RDC 60/12 
15/08/2014 
0680853/14-1 
10146 – GENÉRICO – 
Alteração de local de 
fabricação do 
medicamento de 
liberação 
convencional 
29/08/2016 
VP",OUTROS
